comment,label,df,cleaned
මුල් ලමා විය සංවර්දනය නොවි බොට්ටුවෙන් එතාලි ගියපු එකියක්ඩද කොහෙද?ඔහෙම ඔහෙ උන්ටම අල්ල අල්ල හිටහන් මෙහෙට එන් නතිව තොපි වගෙ උන්ට මෙ රටෙ කොහොමටත් එක බිම් අගලක උරුමක් හිමිකමක් නේ,1,B,මුල් ලමා විය සංවර්දන නොවි බොට්ටු එතාලි ගියපු එකියක්ඩ කොහෙද ඔහෙම ඔහෙ උන්ටම අල්ල අල්ල හිටහ මෙහෙට එන් නතිව තොපි වගෙ උන්ට මෙ රටෙ කොහොම එක බිම් අගලක උර හිමික නේ
මුල් ලමාවිය හරියට සන්වර්දනය නොවීමේ ප්‍රතිඵලතූ විතරක් වේසි,1,B,මුල් ලමාව හරියට සන්වර්දන නොව ප්‍රතිඵලත විතර වේසි
මුව අත්අඩංගුවට ගන්න වැරදි දේවල් කියනවාට,1,B,මුව අත්අඩංගු ගන්න වැරදි දේවල් කිය
මුව අරන් check කරල බලමු.ගෙරි තම්බියා,1,B,මුව අරන් කරල බලමු ගෙරි තම්බි
මුව ඇයි අත්අඩංගුවට නොගන්නේ,1,B,මුව ඇයි අත්අඩංගු නොග
මුව තමයි ඉස්සල්ලම චුත කරන්න ඔනෙ මෙි රටින්.. වැඩෙන එක පිලිලයක්.,1,B,මුව තමයි ඉස්සල්ල චුත කරන්න ඔනෙ මෙි රටින් වැඩෙන එක පිලිල
මුව පණපිටින් වැලලුවනම් ඔය මුකුත්ම නෑ..,1,B,මුව පණපිට වැලලුවන ඔය මුකුත් නෑ
මුංව පන පිටින් වලලන්න ඕනී.. ලෝකෙටම විෂබීජ මුං තමයි.. ගෙරි තම්බි,1,B,මුංව පන පිට වලල ඕනී ලෝකෙ විෂබීජ මුං තමයි ගෙරි තම්බි
මුව පස්වලින් වහලා දාමු ප්‍රස්නේ ඉවරයි මූ කොහොමත් වෛරස් එකක් නේ,1,B,මුව පස වහලා දාමු ප්‍රස්න ඉවරයි මූ කොහොම වෛරස් එකක් නේ
මුව භූමිදානය කරන්න එකෙක් නේනෙ අම්මප. .,1,B,මුව භූමිදාන කරන්න එකෙක් නේනෙ අම්මප
මුව වලදාල බලමු ..ගොඩගන්නකොට බුදධාගමෙ වෙලාතියෙය් ,1,B,මුව වලදාල බලමු ගොඩගන්නකො බුදධාගම වෙලාතියෙය
මුස්ලිම් කෙනෙක් කිව්ව එක ගෙන ආඩම්බරයකි ,1,B,මුස්ලි කෙන කිව්ව එක ගෙන ආඩම්බර
මුහුදු අයිනේ ලෑලි ගෙවල්වල ඉදපු.සොච්චමට ඇග විකුනපු පට්ට වේසියෙක්....,1,B,මුහුද අයිනේ ලෑලි ගෙවල ඉදපු සොච්ච ඇග විකුන පට්ට වේසි
මුහුදෙන් ගිය හැකර කටක්,1,B,මුහු ගිය හැකර කටක්
මුහෙ මහ එකා ජාතක වෙච්ච එකෙක් මු බුරුවෙකුට.....,1,B,මුහෙ මහ එකා ජාතක වෙච්ච එකෙක් මු බුරු
මුළු මුස්ලිම් සමාජයටම ලැජ්ජාවක් මේ වගේ ගොන්නු. මොලේ අබ ඇටයක් තරමටවත් නෑ. යකෝ මොලේ උඩ ඉදගෙන ඉදල මොලේ තැලිලද මරු කියවන්නෙ.,1,B,මුළු මුස්ලි සමාජය ලැජ්ජා මේ වගේ ගොන් මොලේ අබ ඇටයක් තරමට නෑ යකෝ මොලේ උඩ ඉදගෙන ඉදල මොලේ තැලිල මරු කියව
මුළු ලෝකෙම ඉන්න පළවෙනි පලවෙනි විශේෂඥ වගේ උඹගෙ කතාව හොර පූසා වගේ හිටියට පල්ලියට දෙන්න ගිය ගේම අපි දන්නවා ඔබ මතක තියා ගනින් අපිට ඒවා මතක නෑ කියලා,1,B,මුළු ලෝකෙම ඉන්න පළවෙ පලවෙ විශේෂඥ වගේ උඹගෙ කතාව හොර පූසා වගේ හිටි පල්ලි දෙන්න ගිය ගේම අපි දන් ඔබ මතක තියා ගනින් අපිට ඒවා මතක නෑ කියලා
"මුළු විශ්වයම වෙලාගෙන තියෙන මෙ මොහොතේ අපි හැමෝටම කොටසක් තියෙනවා කරන්න, ජාතිය ආගම කුමක් උනත් පක්ෂ පාට කුමක් උනත් මනුෂ්‍ය යෙක් හැටියට ඔබෙන් විය යුතු කොටස හදුන ගෙන එ කොටස නොපිරිහෙලා ඉටු කරන්න, එවිට ඔබ අපි හැමෝටම මේ වසංගතයෙන් ජය ගන්න පුළුවන්, ඔබ තුමියට ගොඩාක් ස්තුතියි,",0,B,මුළු විශ්වය වෙලාගෙ තියෙන මෙ මොහොත අපි හැමෝ කොටස තියෙ කරන්න ජාතිය ආගම කුමක් උනත් පක්ෂ පාට කුමක් උනත් මනුෂ්‍ යෙක් හැටි ඔබෙන් විය යුතු කොටස හදුන ගෙන එ කොටස නොපිරිහෙ ඉටු කරන්න එවිට ඔබ අපි හැමෝ මේ වසංගත ජය ගන්න පුළු ඔබ තුමි ගොඩා ස්තුති
මූ අර සල්ලි වලින් හොද ගෙදරකුත් අරන් මීශාටත් ඒ ගෙදර ලගින්ම ගෙයක් අරන්දීලා.හිරුනි කෙල්ල තමා නැත්තෙ.,0,B,මූ අර සල්ලි වලින් හොද ගෙදරකු අරන් මීශා ඒ ගෙදර ලගින් ගෙයක් අරන්දී හිර කෙල්ල තමා නැත්ත
මූ ඔය කියන්නේ අපාය ගැන වෙන්න ඇති,0,B,මූ ඔය කිය අපාය ගැන වෙන්න ඇති
මූ කාගේ හයියක් අරන්ද මෙහෙම කතා කරන්නේ මූට පිලිතුරක් දෙන්න කොන්දක් තිබෙන කෙනෙක් නැද්ද පර හම්බය,1,B,මූ කාගේ හයි අරන්ද මෙහෙම කතා කර මූට පිලිතුර දෙන්න කොන්ද තිබෙන කෙන නැද්ද පර හම්බය
මූ කෑගහනවා වගේ නෙමෙයි. පස්සෙ සමාවෙන්න කියනවා ඒකයි හම්බ ගතිය. නානා පව් බන්. ,1,B,මූ කෑගහ වගේ නෙමෙ පස්සෙ සමාවෙ කිය ඒකයි හම්බ ගතිය නානා පව් බන්
මූ කියන ඒවට මගෙ පුකත් හිනැහෙනව බන්,1,B,මූ කියන ඒවට මගෙ පුකත් හිනැහෙන බන්
මූ දොස්තරද ,1,B,මූ දොස්තර
මූ නගර සභා ඉල්ලුවෙ නැත්නම් ....✋,0,B,මූ නගර සභා ඉල්ලු නැත්න
මූ නම් නිකන් හරකෙක් නෙවෙයි රට හරකෙක්. මුන් හිටියනම් අද ලංකාවෙන් බාගයකටම කොරෝන හැදිල කිසි දැක්මක් නැති මන්ද බුද්දික දේසපාලන ගනිකාවො තුක් නොදකින් කව්ද බන් උබල කියන දේවල් ගනන් ගන්නෙ අපතයො උබල ගෙවල්වලට වෙලා ඉදපල්ල කොරෝන හැදිල නිකන් රටට බෝ නොකර.මේ වෙලාවෙවත් අහින්සක මිනිස්සු වෙනුවෙන් එක තේ කෝප්පයක් දීල ජනතාව දිරිගන්නපල්ල.කා වෙනුවෙන්ද තොපෙ ඔය දේසපාලනෙ. මොකුන්ද බන් උබල,1,B,මූ නම් නිකන් හර නෙවෙ රට හර මුන් හිටියන අද ලංකා බාග කොරෝන හැදිල කිසි දැක් නැති මන්ද බුද්දික දේසපාල ගනිකාව තුක් නොද කව්ද බන් උබල කියන දේවල් ගනන් ගන්නෙ අපතයො උබල ගෙවල වෙලා ඉදපල් කොරෝන හැදිල නිකන් රටට බෝ නොකර මේ වෙලාවෙ අහින්සක මිනිස්ස වෙනු එක තේ කෝප්ප දීල ජනතාව දිරිගන්නපල් කා වෙනුවෙන් තොපෙ ඔය දේසපාලන මොකුන් බන් උබල
මූ නේද අවුරුදු 12 න්ද කොහෙද ගෑනු ලමයින්ට බදින්න දෙන්න ඔනෙ කිව්වේ. මූගෙ නම මොකක්ද,1,B,මූ නේද අවුරුද න්ද කොහෙද ගෑනු ලමයි බදි දෙන්න ඔනෙ කිව් මූගෙ නම මොකක්
මූ පකේ ඩොක්ටර් .බූරුවෝ සවුදියේ මැරුනත් වලලන්නෙ නෑ සවුදි රජතුමා පැහැදිලිව කියන්නෙ .තෝ ඇහුවෙනැතිද .තොපි තොපේ මිනී අරන් ගිහින් කාපියව් වටවෙලා .එන්න එපා එලියට අන්තවාදී දේසද්‍රෝහියෝ,1,B,මූ පකේ ඩොක්ටර බූර සවුදි මැර වලල නෑ සවුදි රජතුම පැහැදිලි කිය තෝ ඇහුවෙනැති තොපි තොපේ මිනී අරන් ගිහ ක වටවෙ එන්න එපා එලියට අන්තවාද දේසද්‍රෝහි
මූ පට්ට විද්‍යාඤ්ඤයෙක්නෙ මුගෙ මෝඩ පණ්ඩිත කතා අහද්දි පනපිටින් වලදාන්න හිතෙනව. ,1,B,මූ පට්ට විද්‍යාඤ්ඤයෙක්න මුගෙ මෝඩ පණ්ඩිත කතා අහද්දි පනපිට වලදා හිතෙන
මූ මල මිනිය වලදලා තමයි වල දාන්නේ...ඊයා මල පෙරේත තම්බියා..,1,B,මූ මල මිනිය වලදලා තමයි වල දා ඊයා මල පෙරේත තම්බි
මූ යකෝ ,0,B,මූ යකෝ
මූ ලෝකය ගැන නොදන්නා ගොන් මීහරකෙක් උම්බෑ කියනවා . තොපි බලයේ හිටිය නම් අද බාගෙට බාගයක් මියගිහින් ..................,1,B,මූ ලෝකය ගැන නොදන් ගොන් මීහර උම්බෑ කිය තොපි බලයේ හිටිය නම් අද බාගෙට බාග මියගිහ
මූ වගේ ගොන් මෝඩ ඌරෙක්,1,B,මූ වගේ ගොන් මෝඩ ඌරෙක්
මූ වගේ බූරුවෙක් මුළු ලෝකෙම නැතුව ඇති මේ බූරුවා හිතනවා මූ වගේම අනිත් මිනිස්සුත් බූරුවො ,1,B,මූ වගේ බූරු මුළු ලෝකෙම නැතුව ඇති මේ බූර හිත මූ වගේම අනිත් මිනිස්සු බූරුව
මූ වගේ හරකෙක්..‍♀️‍♀️,1,B,මූ වගේ හර ‍️‍️
මූ හිතන් ඈති මූ මෙහම කිඋවම ඉන්ඩ්යාවෙ උන් වගෙ අපෙ එඋනුත් පරට බහි කියලා.. ලòකාවෙ එච්චර මොඩ මිනිස්සු නෑ ය්කූ.. මුන් මෙවෙලවෙත් බලන්නෙ උන්ගෙ ආන්ඩුවක් පිහිටවන්නබඩකින්නෙ මරෙන එක සපඉ රටක් ජතියක් විනස කරන් මෑරෙනවට වඩා,1,B,මූ හිතන් ඈති මූ මෙහම කිඋවම ඉන්ඩ්යා උන් වගෙ අපෙ එඋනු පරට බහි කියලා ලòකා එච්චර මොඩ මිනිස්ස නෑ ය්කූ මුන් මෙවෙලවෙ බල උන්ගෙ ආන්ඩු පිහිටවන්නබඩකි මරෙන එක සපඉ රටක් ජති විනස කරන් මෑරෙන වඩා
මූ හෙන ගොනෙක් වගේ පේන්නෙ මට විතරද,1,B,මූ හෙන ගොන වගේ පේ මට විතරද
මූඋට පීස්සු හැදිලා,1,B,මූඋට පීස්ස හැද
මූගේ තාත්තත් එකයි මිනිසුන් කුලප්පු කරවන එකයි කරන්නේ .මේ බල්ලා ගේ තාත්තත් මිනිසුන් කුලප්පු කර නොරච්චිචෝලේ බලාගාරය මුලින්ම හදන්න හදද්දී මිනිසෙක් මරා දැමුවා.,1,B,මූගේ තාත් එකයි මිනිස කුලප් කරවන එකයි කර මේ බල්ලා ගේ තාත් මිනිස කුලප් කර නොරච්චිචෝල බලාගාර මුලින් හදන්න හද මිනිස මරා දැම
මූට කන පැලෙන්න දෙකක් ගහන්න හිතයි බන්.. වේස බල්ලො මැරුනම තොපි එකෙක්වත් කන්‍යාවියො ලගට යන්නෙ ඔටු ලබ්බො තොගෙ බිජ්ජ ගිනි ගන්නවයි කියල වෙසිගෙ පුතො තොපිල ඔය මැරෙන්න හදන්නෙ කන්‍යාවියො ලගට ගිහිල්ලා හු$*#* බැරි නිසානෙ.. තො ඔඒ ඔය මිත්‍යාමත තියාගෙන කට පුක වහන් ඉදපන් ජීවත් වෙන මිනිසුන්ට ජීවත් වෙන්න දීල .. කරුමෙට ඉපදුන හැත්ත ,1,B,මූට කන පැලෙ දෙකක් ගහන්න හිතයි බන් වේස බල්ලො මැරුන තොපි එකෙක් කන්‍යාවිය ලගට යන්නෙ ඔටු ලබ්බො තොගෙ බිජ්ජ ගිනි ගන්න කියල වෙසි පුතො තොපිල ඔය මැරෙ හද කන්‍යාවිය ලගට ගිහි හු බැරි නිසාන තො ඔඒ ඔය මිත්‍යාමත තියාගෙ කට පුක වහන් ඉදපන් ජීවත් වෙන මිනිස ජීවත් වෙන්න දීල කරුමෙ ඉපදුන හැත්ත
මූට කනට දෙකක් ගහන්න විදියක් සෙට් කරල දෙන්න බැයිද කාටවත්,1,B,මූට කනට දෙකක් ගහන්න විදි සෙට් කරල දෙන්න බැයිද කාට
මූට චන්ද දුන්න හරක් ඉන්නව,1,B,මූට චන්ද දුන්න හරක් ඉන්නව
මූට තාම හරිය මොකුත් ලැබිලා නෑ වගේ,1,B,මූට තාම හරිය මොකු ලැබ නෑ වගේ
මූට තේරුන්කර දෙනඑක හරියට පස් වලින් විෂබීජ හරනය වනවා වගේ වැඩක්.කියලා තියන කථාවෙන් පේනවා තේරුම්කරලා දෙන්න පුලුවන් පිරබාහරන්ට තේරුම්කර දුන්න විදිහට විතරයි කියලා.,1,B,මූට තේරුන්කර දෙනඑක හරියට පස් වලින් විෂබීජ හරනය වනවා වගේ වැඩක් කියලා තියන කථා පේනවා තේරුම්කර දෙන්න පුලු පිරබාහර තේරුම්කර දුන්න විදිහ විතර කියලා
මූට බොරු කියලා දාඩියත් දාලා Shirt එකට ,1,B,මූට බොරු කියලා දාඩි දාලා එකට
මූට මෝල ගහල,1,B,මූට මෝල ගහල
මූත් ගම්පහින් ඉල්ලුවෙ නැත්තන් දකුණු කන sure.....,0,B,මූත් ගම්පහ ඉල්ලු නැත්ත දකුණු කන
මූව ඒ දවස් වලම ආදාහනය කරන්න තිබ්බෙ අපේ උන්ගෙත් වැරැද්ද මුන් හුරැතල් කරනවට,1,B,මූව ඒ දවස් වලම ආදාහන කරන්න තිබ්බ අපේ උන්ගෙ වැරැද් මුන් හුරැතල කරනවට
මෙ අක්ක පින්නවලට යවන්න ඔන,1,B,මෙ අක්ක පින්න යවන්න ඔන
මෙ අවස්ථාව ගැන තේරුම්ගෙන කතා කරන්න. හරි ලැජ්ජාවක් දැනෙනවා,0,B,මෙ අවස්ථා ගැන තේරුම්ගෙ කතා කරන්න හරි ලැජ්ජා දැනෙ
මෙ අහපන් පට්ට වෙසී උම්බ මතක තියාගන් ලංකාවේ ඉපදුනේ කීයලා...ලග හිටියනම් කපනවා බෙල්ල අවජාතක වෙසී,1,B,මෙ අහපන් පට්ට වෙසී උම්බ මතක තියාග ලංක ඉපදුන කීයලා ලග හිටියන කපනවා බෙල්ල අවජාතක වෙසී
මෙ කැරි නානො තෙපෙ මැරේන මිනි කන්නෙ නැතිව තොපෙ අල්ලට කියලා ⁣කන්නයාවියො එකෙක් ගෙන්නගෙන හැමනියන් පවුකාර තමිබි,1,B,මෙ කැරි නානො තෙපෙ මැරේන මිනි කන්නෙ නැතිව තොපෙ අල්ලට කියලා ⁣කන්නයාවිය එකෙක් ගෙන්නගෙ හැමන පවුකාර තමිබි
මෙ කි කආසිප්පු ගහලා ..,1,B,මෙ කි කආසිප් ගහලා
මෙ ගැනිටනම් කොහොමත් මෙ රත්තරං පොලොවෙ ඉඩක් නැ .බැරිවේලා හරි ලංකාවට අවොත් ඒ වේලාවේම මෙ හුත්තිව කර්ම විපකෙන් මැරේනවා ,1,B,මෙ ගැනිටන කොහොම මෙ රත්තරං පොලො ඉඩක් නැ බැරිවේ හරි ලංකා අවොත් ඒ වේලාවේ මෙ හුත්ති කර්ම විප මැරේ
මෙ ගැනී ට මුල මතක නැ පට්ට බැල්ලී,1,B,මෙ ගැනී ට මුල මතක නැ පට්ට බැල්ල
මෙ ගෑනිගෙ නම මොකක්ද දන්නැ නේද fb එකේ,1,B,මෙ ගෑනි නම මොකක් දන්නැ නේද එකේ
මෙ ගෑනිට කොරොන ම හැදිලා හැදිගැවිලාම පල.,1,B,මෙ ගෑනිට කොරොන ම හැද හැදිගැවිලා පල
මෙ පටිට හුත්තිගේ සද්දෙ බලපන්,1,B,මෙ පටිට හුත්ති සද්දෙ බලපන්
මෙ පහරය ඔය ටික කියන්ඩ කොටි 50ක් වත් N.G.O එකකින් ගන්ඩ අති,1,B,මෙ පහරය ඔය ටික කියන්ඩ කොටි ක් වත් එ ගන්ඩ අති
මෙ පොල් බුරුවා අයෙත් අවිත් මුගෙ මොලෙ නිරොඩනය කරන්ඩ ඔනෙ. ,1,B,මෙ පොල් බුර අයෙත් අවිත් මුගෙ මොලෙ නිරොඩන කරන්ඩ ඔනෙ
"මෙ පෝස්ටර් ශෙයා කරන්නෙ මුස්ලිම් අයමයි මේව පල කියන්නෙ ඒ අයමයි කොහොමද නම සිංහල ව්‍යාපාරික එකමුතුව ,කොහොමද වැඩේ මුස්ලිම් උන්ගෙ ලයින් එක ,තේරෙයි තොපිට කල් යයි",1,B,මෙ පෝස්ටර ශෙයා කර මුස්ලි අයමයි මේව පල කිය ඒ අයමයි කොහොම නම සිංහල ව්‍යාපාරික එකමුත කොහොම වැඩේ මුස්ලි උන්ගෙ ලයින් එක තේරෙ තොපිට කල් යයි
මෙ බැල්ලිට පෝලිමක් දාන්න ඔනි ලංකවට ආවොත් එයාර්පෝර්ට් එකේදී ,1,B,මෙ බැල්ලි පෝලි දාන්න ඔනි ලංකවට ආවොත් එයාර්පෝර්ට එකේදී
මෙ මෙක අහගනින් තමිබියොතොපෙත් අපෙත් මැරේන සෙරම පුචනවා හුකන විඩියොදාන්නෙ නැතිව යිදපන් ..දැන් යින්නෙ හොද සිංහල .ජනාදිපති කෙනෙක් තොපි කියන දෙවල් ගනන් ගන්නෙනැ තෙරුනාද කැරි බල්ලො,1,B,මෙ මෙක අහගන තමිබියොතොපෙ අපෙත් මැරේන සෙරම පුච හුකන විඩියොදා නැතිව යිද දැන් යි හොද සිංහල ජනාදිප කෙන තොපි කියන දෙවල් ගනන් ගන්නෙනැ තෙරුනා කැරි බල්ලො
මෙ මෙයා ලංකාවෙද,0,B,මෙ මෙයා ලංකාවෙ
මෙ මේ විශිෂ්ට යි,0,B,මෙ මේ විශිෂ් යි
මෙ මොන පොන්න පකෙක්ද ඇ වෙසිගෙ පොන්නයා සරමෙ පිහිද ගන්න ඕන උන් අකලට ඇතුලට ගියාම ඔහොම තමා,1,B,මෙ මොන පොන්න පකෙක් ඇ වෙසි පොන්න සරමෙ පිහිද ගන්න ඕන උන් අකලට ඇතුලට ගියාම ඔහොම තමා
මෙ ලංකාවෙදි හතර වටෙට අල්ලපු එවුන් ගිහින්... ⁣ඇලෙන් නාපු එවුන්. ( නැති බැරි කමට ගරහනවා නෙමෙයි.. ඒත් නොකියා බැ) එහෙ ගිහින් කුනු හොදලා..සල්ලි ටිකක් අත කලා.. ඉපදුන තමන්ගේ රටට බනිනවා.. උබලා වගේ ජරා හැත්ත ලංකාවෙ මැරෙන්නවත් සුදුසු නැ.. මෙයා අවොත් ඒ පලාතෙ කට්ටිය මෙයා ගැන බලා ගනියි කියලා හිතනවා. ලොකෙ ඉන්න හොදම හමුදාව ඉන්නෙ අපට.. අපිට සැකයක් නැ. ඒ ගැන. තො පර බැල්ලි.. ඔහෙ ඉදපන්. ⁣කාට ජාතක උන එවුන්ද දන්නෙ නැ. මෙ. හැමොම එහෙම නැ කොමෙ හිටියත් රටට ආදරෙයි තමන්ගේ.. ,1,B,මෙ ලංකාවෙදි හතර වටෙට අල්ල එවුන් ගිහ ⁣ඇල නාපු එවුන් නැති බැරි කමට ගරහ නෙමෙ ඒත් නොකි බැ එහෙ ගිහ කුනු හොදලා සල්ලි ටිකක් අත කලා ඉපදුන තම රටට බනි උබලා වගේ ජරා හැත්ත ලංකා මැරෙන්න සුදුස නැ මෙයා අවොත් ඒ පලාතෙ කට්ට මෙයා ගැන බලා ගනියි කියලා හිත ලොකෙ ඉන්න හොදම හමුදා ඉන්නෙ අපට අපිට සැක නැ ඒ ගැන තො පර බැල්ලි ඔහෙ ඉදපන් ⁣කාට ජාතක උන එවුන් දන්නෙ නැ මෙ හැමොම එහෙම නැ කොමෙ හිටි රටට ආදරෙ තම
මෙ වගෙ වෙස බැල්ලියන් කවුද ට ගෙනවෙ..,1,B,මෙ වගෙ වෙස බැල්ල කවුද ට ගෙනවෙ
මෙ වෙසි ලන්කවෙ ඉපදිලා පට්ට වෙසි රට ගිහින් පුක දෙනවා ඔව් වෙසි ලමයි 5 හදා ගත්තලු ඉතින් ඔය පට්ට වෙසි බඩුවක්නෙ හුත්ති පට්ට හුත්ති කැරෙ වෙසි අම්මට හුකලා කැරි වෙසි,1,B,මෙ වෙසි ලන්ක ඉපද පට්ට වෙසි රට ගිහ පුක දෙනවා ඔව් වෙසි ලමයි හදා ගත්තල ඉතින් ඔය පට්ට වෙසි බඩුවක්න හුත් පට්ට හුත් කැරෙ වෙසි අම්මට හුකලා කැරි වෙසි
මෙ වේසිට හස්බන්ඩ් ල කීයක් ඉන්නවද දන්නෑනෙ පොන්න වෙසි ගිහින් හුත්ත විකුනන ලැට් හොදන පොන්න වේසියෙක්,1,B,මෙ වේසිට හස්බන්ඩ ල කීයක් ඉන්න දන්නෑන පොන්න වෙසි ගිහ හුත්ත විකුන ලැට් හොදන පොන්න වේසි
මෙ සිරාමද,0,B,මෙ සිරාම
මෙ හරක් රට පාලනය කරා නම් විනාශයි. මොඩයෝ ආර්ථිකය හදන්නත් ජීවත් වෙන්න ඕනනේ,1,B,මෙ හරක් රට පාලනය කරා නම් විනාශ මොඩයෝ ආර්ථික හදන්න ජීවත් වෙන්න ඕනනේ
"මෙ හුකන්නියේ තෝ හුත්තිගෙ වේසි ලන්කවට නම් තෝ වගේ එව්න් එන්න නම් එපා ඔහෙම මැරිලම පල තොගේ මූණ දැන් අපට මතකය් අවොත් තොව අපි හම ගහල මරණව හරිද,තෝ අපේ ආරක්ශක අන්ශ වලට තොගේ ඔය කනවැන්දුම් කටින් බනින්න එපා හුකන්නියේ , අයෙ ලන්කවට ආපු දවසට හමගහල ගිනි තියල මරනව තොගෙ මූණ හොන්දට නෝට් ,,,.අමණ බැල්ලි , පට්ට වේසි",1,B,මෙ හුකන්නි තෝ හුත්ති වේසි ලන්ක නම් තෝ වගේ එව්න් එන්න නම් එපා ඔහෙම මැරිල පල තොගේ මූණ දැන් අපට මතකය් අවොත් තොව අපි හම ගහල මරණව හරිද තෝ අපේ ආරක්ශක අන්ශ වලට තොගේ ඔය කනවැන්ද කටින් බනි එපා හුකන්නි අයෙ ලන්ක ආපු දවසට හමගහල ගිනි තියල මරනව තොගෙ මූණ හොන්ද නෝට් අමණ බැල්ලි පට්ට වේසි
මෙ හුත්ති නැන මම කතා කරන්නෙ නැත මොකද මගෙ ලේ පුච්ච ගන්න කැමති නැ මොකද කියතොත් සොබාව දර්මය ව්සින් දඩුවම් දෙමින් පවතී මදක් ඉවසා සිටින්න,1,B,මෙ හුත් නැන මම කතා කර නැත මොකද මගෙ ලේ පුච්ච ගන්න කැමති නැ මොකද කිය සොබාව දර්මය ව්ස දඩුව දෙ පවතී මදක් ඉවසා සිටි
මෙක දැන් දහසැරයක් විතර බැලුවා බන්. ,0,B,මෙක දැන් දහසැර විතර බැල බන්
මෙක බලහන්කො,0,B,මෙක බලහන්ක
මෙක මගෙ රට යකො උබව කොහොමත් ගන්නැ ලංකාවට උබ තමයි කොයි වෙලෙ රට පාවා දෙන්නෙ ,1,B,මෙක මගෙ රට යකො උබව කොහොම ගන්නැ ලංකා උබ තමයි කොයි වෙලෙ රට පාවා දෙ
මෙක වගෙ ගොං හිවලෙක් තො හරකෙක් කියල දන්නව තප්පුලන්නෙ නැතුව හිටු මෙ පකයලා මහජන නියොජිතයොද. තොපිට චන්දෙ දීපු උන්ට තලන්න ඔනි ඉස්සෙල්ලා,1,B,මෙක වගෙ ගොං හිවල තො හර කියල දන්නව තප්පුල නැතුව හිටු මෙ පකයලා මහජන නියොජිතයො තොපිට චන්දෙ දීපු උන්ට තලන්න ඔනි ඉස්සෙ
මෙකට ගහපු උන් ලයික් එකක් දගෙන යන්න ,1,B,මෙකට ගහපු උන් ලයික් එකක් දගෙන යන්න
මෙකත් ජෙහාන්ගෙ වැඩක්ද අෆ්ෆා...අතිතෙට ගියා වගේ කූඹියෝ පනිවිඩය තෙරෙනම විදිහට කියල දුන්නා...,0,B,මෙකත් ජෙහාන් වැඩක් අෆ්ෆා අතිතෙ ගියා වගේ කූඹි පනිවිඩ තෙරෙන විදිහ කියල දුන්
මෙකි කුඩු බිලාද ගංජා ගහලද .ලංකාවට එන්නත් එපා බැල්ලි,1,B,මෙකි කුඩු බිලාද ගංජා ගහලද ලංකා එන්න එපා බැල්ලි
මෙකි තනිකරම බඩුවක්,1,B,මෙකි තනිකර බඩු
මෙකි තමයි ...මාලු මාලු කියලා කෑගහන්නේ.....,1,B,මෙකි තමයි මාලු මාලු කියලා කෑගහ
මෙකි දැක්කම අයියෝ සන්සරේ.තුතෝ,1,B,මෙකි දැක් අයියෝ සන්සර තුතෝ
මෙකි ලංකාවේ කොහේද danna,1,B,මෙකි ලංක කොහේද
මෙකි.ලංකාවට..බැරිවෙලාවත්.ආවෙත්.ගුගහලා.එළවන්න.ඔනි,1,B,මෙකි ලංකා බැරිවෙලා ආවෙත් ගුගහ එළව ඔනි
මෙකිගෙ කට අපාය වගෙ,1,B,මෙ කට අපාය වගෙ
මෙකිගෙ ජාතකය හරි නැහැ පදුරුවෙසි කාරයො අරිනවාඇතිහූත්තඅනිත්පැත්තහැරෙන්න,1,B,මෙ ජාතකය හරි නැහැ පදුරුවෙසි කාරයො අරිනවාඇතිහූත්තඅනිත්පැත්තහැරෙ
මෙකිගෙ ජාතකයේ වැරැද්ද රංජන් කියනවා වාගෙ කැරි තමයි පස්නෙ,1,B,මෙ ජාතක වැරැද් රංජන් කිය වාගෙ කැරි තමයි පස්නෙ
මෙකිගෙ බඩ කපුවට කට කපන්න අමතක වෙලා ,1,B,මෙ බඩ කපුවට කට කපන්න අමතක වෙලා
මෙකිගෙ මහ ඒකාට කොන්ඩම් ඒකක් හොයාගන්න බෑරි වෙලා අපරදේ,1,B,මෙ මහ ඒකාට කොන්ඩ ඒකක් හොයාග බෑරි වෙලා අපරදේ
මෙකිගෙ මිනිහ කොහොම ඉන්නද දැන්නැ මෙකිත් එක්ක.,1,B,මෙ මිනිහ කොහොම ඉන්නද දැන්නැ මෙකි එක්ක
මෙකිගෙ ලමයි 5 හම එක එක විදිහයි කියන්නෙ තාත්තලා පස් දෙනෙක් වෙන්න ඇති,1,B,මෙ ලමයි හම එක එක විදිහ කිය තාත්ත පස් දෙන වෙන්න ඇති
මෙකිගේ අම්මට බල්ලෝ හුකලද දන්නැ මේ වගේ වෙස බැල්ලියෙක් ලංකාවෙ වැදුවේ පරට්ට හුත්ති පල,1,B,මෙ අම්මට බල්ලෝ හුකලද දන්නැ මේ වගේ වෙස බැල්ලි ලංකා වැද පරට්ට හුත් පල
මෙකිගේ පුක පලලා ලුණූ දන්න ඔනි.වරෙන් වැරදිලවත් ලංකාවට .වෙසි.ගණිකාව.හුත්ති .බඩුව .මැරියන් තො ඉක්මනින්,1,B,මෙ පුක පලලා ලුණූ දන්න ඔනි වරෙන් වැරදිල ලංකා වෙසි ගණිකා හුත් බඩුව මැර තො ඉක්මන
